City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
380,forrest city,36,US,1525554900,68,35.01,-90.79,77.0,10.29
381,khasan,92,RU,1525555964,78,42.43,130.64,47.6,3.6
382,steamboat springs,40,US,1525553760,25,40.48,-106.83,69.8,9.17
383,gladstone,12,AU,1525555964,99,-23.84,151.26,66.5,13.44
384,robertsport,80,LR,1525555964,100,6.75,-11.37,81.62,8.34
385,santa cruz de la palma,40,ES,1525554000,63,28.68,-17.76,64.4,5.82
386,sikasso,8,ML,1525555965,64,11.32,-5.68,80.18,2.86
387,luena,32,AO,1525555965,72,-11.78,19.91,65.24,3.83
388,comodoro rivadavia,0,AR,1525550400,71,-45.87,-67.48,53.6,3.36
389,ukiah,1,US,1525553760,31,39.15,-123.21,75.2,5.82
390,anju,92,KP,1525555966,99,39.62,125.66,52.46,4.27
391,kushima,75,JP,1525554600,67,31.5,131.29,60.8,3.36
392,kui buri,24,TH,1525555966,97,12.07,99.86,73.88,2.37
393,aginskoye,0,RU,1525555966,44,51.11,114.54,32.03,12.03
394,marzuq,0,YE,1525555967,63,14.4,46.47,54.44,2.48
395,sisimiut,68,GL,1525555967,98,66.94,-53.67,18.8,2.26
396,marawi,44,PH,1525555967,96,8.0,124.29,67.4,2.3
397,cockburn town,76,TC,1525555967,98,21.46,-71.14,79.37,22.44
398,batemans bay,0,AU,1525555968,100,-35.71,150.18,48.77,3.83
399,twin falls,1,US,1525553580,21,42.57,-114.46,80.6,8.05
400,maragogi,36,BR,1525555968,85,-9.01,-35.22,77.39,8.79
401,puerto escondido,40,MX,1525553100,66,15.86,-97.07,89.6,9.17
402,linhares,8,BR,1525555968,70,-19.38,-40.06,75.77,7.11
403,norwich,0,GB,1525553760,71,52.63,1.29,57.2,3.36
404,salzwedel,0,DE,1525551600,61,52.85,11.15,48.2,3.36
405,half moon bay,90,US,1525553760,67,37.46,-122.43,73.4,24.16
406,kalmunai,80,LK,1525555969,100,7.42,81.82,75.32,3.83
407,amahai,76,ID,1525555970,100,-3.31,129.0,81.44,6.4
408,beringovskiy,32,RU,1525555970,100,63.05,179.32,23.75,16.13
409,coihaique,90,CL,1525554000,100,-45.58,-72.07,42.8,1.3
410,nizwa,0,OM,1525555970,27,22.93,57.53,70.55,1.52
411,cherskiy,8,RU,1525555971,86,68.75,161.3,15.47,4.5
412,weyburn,32,CA,1525555971,33,49.67,-103.85,73.25,12.55
413,sitka,0,US,1525555971,26,37.17,-99.65,85.4,4.76
414,show low,1,US,1525553700,10,34.25,-110.03,80.6,13.87
415,huarmey,8,PE,1525555972,60,-10.07,-78.15,74.15,3.71
416,kamenka,0,RU,1525555972,42,53.19,44.05,57.59,13.44
417,pevek,32,RU,1525555972,96,69.7,170.27,11.6,10.54
418,coahuayana,24,MX,1525555972,83,18.62,-100.35,76.85,2.82
419,suntar,44,RU,1525555973,77,62.16,117.65,27.17,2.59
420,awjilah,0,LY,1525555973,42,29.14,21.3,67.22,5.28
421,saint-michel-des-saints,56,CA,1525555973,55,46.68,-73.92,56.06,11.1
422,faya,0,SA,1525554000,68,18.39,42.45,69.8,3.36
423,voh,68,NC,1525555973,100,-20.95,164.69,72.8,11.65
424,rio gallegos,0,AR,1525554000,79,-51.62,-69.22,46.4,19.46
425,leninsk,0,RU,1525554000,44,48.69,45.2,59.0,20.13
426,salinopolis,80,BR,1525555974,100,-0.61,-47.36,78.2,13.04
427,amapa,75,HN,1525554000,52,15.09,-87.97,91.4,16.11
428,kruisfontein,0,ZA,1525555974,90,-34.0,24.73,62.9,8.9
429,ljungby,0,SE,1525551600,62,56.83,13.94,51.8,4.7
430,manakara,80,MG,1525555975,97,-22.14,48.01,73.88,2.04
431,ubinskoye,20,RU,1525555975,84,55.31,79.68,27.26,9.75
432,ampanihy,0,MG,1525555975,86,-24.69,44.75,64.07,5.5
433,kuching,75,MY,1525552200,94,1.56,110.34,78.8,3.83
434,atasu,68,KZ,1525555776,68,48.68,71.64,38.6,9.57
435,mackay,40,CA,1525554000,29,53.65,-115.58,68.0,9.17
436,sept-iles,75,CA,1525552260,75,50.2,-66.38,46.4,11.41
437,gizo,0,IL,1525553400,73,31.8,34.94,69.8,3.36
438,dingle,32,PH,1525555976,98,11.0,122.67,74.6,5.55
439,lapy,24,PL,1525555977,60,52.99,22.88,51.92,10.25
440,newcastle,0,ZA,1525555774,81,-27.76,29.92,39.32,2.08
441,santa isabel do rio negro,36,BR,1525555977,77,-0.41,-65.02,84.59,5.61
442,koumac,68,NC,1525555977,100,-20.56,164.28,71.72,6.78
443,bonavista,68,CA,1525555978,81,48.65,-53.11,42.2,22.55
444,kitami,44,JP,1525555978,86,43.8,143.9,40.31,2.37
445,thurso,88,GB,1525553400,71,58.6,-3.52,55.4,16.11
446,namikupa,0,MZ,1525555978,89,-10.84,39.63,70.01,4.83
447,palana,0,RU,1525555979,83,59.08,159.95,35.72,3.27
448,umm kaddadah,0,SD,1525555979,19,13.6,26.69,76.22,6.85
449,tamarac,40,US,1525554480,66,26.21,-80.25,84.2,11.41
450,bemidji,1,US,1525554900,28,47.48,-94.89,75.2,14.99
451,vao,0,EE,1525555979,86,59.1,26.19,42.29,5.39
452,zhezkazgan,0,KZ,1525555980,73,47.8,67.71,35.18,16.4
453,xichang,56,CN,1525555980,96,27.88,102.25,48.59,1.74
454,sabang,48,PH,1525555980,96,13.72,123.58,79.73,5.39
455,stary sacz,0,PL,1525554000,62,49.56,20.64,53.6,18.34
456,varhaug,75,NO,1525553400,81,58.61,5.65,51.8,13.87
457,sussex,20,CA,1525550400,32,45.72,-65.51,66.2,12.75
458,praya,40,ID,1525554000,94,-8.71,116.27,73.4,10.54
459,cordareni,0,RO,1525554000,77,47.98,26.58,62.6,13.87
460,srednekolymsk,80,RU,1525555982,73,67.46,153.71,17.63,4.32
461,rafraf,75,TN,1525554000,82,37.19,10.18,62.6,3.36
462,ugoofaaru,48,MV,1525555982,100,5.67,73.0,84.59,13.11
463,razlog,12,BG,1525555982,90,41.89,23.47,47.78,0.81
464,lagoa nova,64,BR,1525555983,63,-6.09,-36.47,80.63,10.92
465,tautira,20,PF,1525554000,62,-17.73,-149.15,84.2,6.93
466,katsuura,75,JP,1525555200,54,33.93,134.5,57.2,9.17
467,mali,56,CN,1525555983,96,27.53,102.2,48.59,1.74
468,derbent,8,RU,1525555984,83,42.06,48.29,53.45,2.08
469,youghal,75,IE,1525554000,100,51.95,-7.85,48.2,5.82
470,itatiaia,12,BR,1525555984,78,-22.5,-44.56,70.55,1.86
471,sanmenxia,92,CN,1525555984,98,34.77,111.19,57.68,1.36
472,camacupa,48,AO,1525555985,69,-12.02,17.48,63.98,4.88
473,adrar,0,DZ,1525554000,18,27.87,-0.29,80.6,8.05
474,almaznyy,32,RU,1525555985,28,48.03,40.04,73.25,13.94
475,tateyama,0,JP,1525554600,44,36.66,137.31,60.8,8.05
476,ahuimanu,75,US,1525553820,83,21.44,-157.84,80.6,10.29
477,kloulklubed,75,PW,1525553460,94,7.04,134.26,78.8,8.3
478,broken hill,0,AU,1525555986,79,-31.97,141.45,38.06,4.88
479,bilibino,56,RU,1525555986,76,68.06,166.44,22.4,3.09
480,hunterville,0,ZA,1525555986,81,-26.77,27.93,48.23,7.0
481,mecca,0,SA,1525554000,46,21.43,39.83,89.6,2.75
482,sawtell,0,AU,1525552200,87,-30.38,153.1,53.6,1.12
483,mehamn,80,NO,1525555987,90,71.03,27.85,35.81,3.31
484,inhambane,0,MZ,1525555988,100,-23.87,35.38,68.48,8.41
485,chicama,20,PE,1525554000,82,-7.84,-79.15,68.0,11.41
486,riyadh,64,SA,1525554000,19,24.63,46.72,86.0,2.24
487,novikovo,92,UA,1525555988,73,45.05,34.56,65.15,3.49
488,acajutla,75,SV,1525553400,70,13.59,-89.83,89.6,4.7
489,edgewater,40,US,1525554360,83,28.99,-80.9,84.2,6.93
490,shahrud,92,IR,1525555989,55,36.42,54.97,53.9,1.97
491,arlit,0,NE,1525555909,14,18.74,7.39,80.09,8.01
492,atar,12,MR,1525555989,19,20.52,-13.05,75.05,0.85
493,polaniec,0,PL,1525554000,54,50.43,21.28,57.2,6.93
494,pontes e lacerda,24,BR,1525555793,76,-15.23,-59.33,82.7,3.31
495,manaus,40,BR,1525554000,83,-3.13,-59.98,78.8,6.93
496,miraflores,92,CO,1525555991,94,5.2,-73.14,57.32,1.7
497,hirara,0,JP,1525555991,97,24.8,125.28,76.04,13.33
498,daru,48,SL,1525555991,88,7.99,-10.85,76.85,5.28
499,bandar-e lengeh,0,IR,1525554000,61,26.56,54.88,82.4,6.93
500,werda,0,DE,1525550400,46,50.44,12.3,53.6,3.36
501,uusikaupunki,0,FI,1525551600,75,60.8,21.41,44.6,3.36
502,havoysund,92,NO,1525553400,75,71.0,24.66,41.0,4.7
503,tabou,12,CI,1525555992,99,4.42,-7.36,82.7,12.88
504,nantucket,1,US,1525554900,67,41.28,-70.1,66.2,13.87
505,halifax,20,CA,1525554000,36,44.65,-63.58,62.6,19.46
506,deep river,20,CA,1525554000,28,46.1,-77.49,71.6,11.41
507,pozo colorado,20,PY,1525555993,83,-23.49,-58.8,79.1,5.61
508,santa pola,0,ES,1525554000,77,38.19,-0.56,62.6,2.24
509,merauke,80,ID,1525555994,100,-8.49,140.4,75.5,9.64
510,wewak,80,PG,1525555994,100,-3.55,143.63,76.4,0.25
511,khorixas,0,NA,1525555994,31,-20.37,14.96,63.98,6.55
512,claveria,56,PH,1525555994,100,8.61,124.89,69.74,2.82
513,san juan,20,PH,1525550400,88,14.6,121.03,80.6,6.11
514,baykit,80,RU,1525555995,74,61.68,96.39,25.82,6.33
515,kununurra,0,AU,1525554000,38,-15.77,128.74,77.0,6.93
516,adre,0,TD,1525555996,37,13.47,22.2,76.4,5.5
517,rorvik,88,NO,1525555996,90,64.86,11.24,47.96,2.75
518,kaeo,68,NZ,1525555997,90,-35.1,173.78,61.1,10.31
519,nome,40,US,1525554900,48,30.04,-94.42,84.2,9.17
520,tura,92,IN,1525555997,98,25.52,90.21,69.2,3.2
521,cravo norte,88,CO,1525555997,90,6.3,-70.2,79.1,7.29
522,senneterre,75,CA,1525550400,44,48.39,-77.24,57.2,8.05
523,shenjiamen,44,CN,1525555998,84,29.96,122.3,68.12,24.9
524,nouadhibou,0,MR,1525554000,77,20.93,-17.03,64.4,13.87
525,ewo,88,CG,1525555998,97,-0.88,14.81,69.56,3.49
526,losal,92,IN,1525555998,34,27.4,74.92,86.12,7.23
527,bud,68,NO,1525553400,54,62.91,6.91,59.0,5.82
528,aureliana,48,PH,1525555999,100,10.89,121.98,80.9,1.59
529,kizema,92,RU,1525555999,95,61.11,44.83,42.38,19.08
530,dwarka,0,IN,1525550400,38,28.58,77.04,87.8,9.13
531,nicoya,40,CR,1525554000,43,10.15,-85.45,91.4,14.99
532,beloye,0,RU,1525554000,60,45.05,39.65,68.0,6.71
533,san miguel,90,AR,1525554000,82,-34.54,-58.72,68.0,12.75
534,komsomolskiy,76,RU,1525556001,95,67.55,63.78,18.17,5.28
535,yangambi,68,CD,1525556002,96,0.77,24.47,74.06,1.74
536,baruun-urt,0,MN,1525556002,65,46.68,113.28,30.59,3.71
537,thinadhoo,88,MV,1525556002,100,0.53,72.93,84.32,7.63
538,kathu,0,ZA,1525556002,55,-27.7,23.05,49.22,3.09
539,dakar,40,SN,1525550400,94,14.69,-17.45,68.0,6.93
540,nabire,44,ID,1525556003,94,-3.36,135.5,69.65,1.97
541,rochegda,92,RU,1525556003,95,62.67,43.41,44.0,6.4
542,pangody,0,RU,1525556003,63,65.85,74.49,0.8,8.86
543,aklavik,40,CA,1525554000,67,68.22,-135.01,23.0,4.7
544,duku,12,NG,1525556004,72,11.24,4.91,81.62,3.71
545,port augusta,0,AU,1525554000,93,-32.49,137.76,44.6,5.82
546,byron bay,92,AU,1525554000,72,-28.65,153.62,64.4,9.17
547,saint anthony,1,US,1525553580,26,43.97,-111.68,73.4,9.17
548,muroto,0,JP,1525554600,71,33.37,134.14,55.4,5.82
549,kotelnich,100,RU,1525556005,60,58.31,48.34,46.7,10.76
550,millinocket,40,US,1525553580,36,45.66,-68.71,64.4,11.41
551,beloha,0,MG,1525556005,92,-25.17,45.06,63.89,3.27
552,winnemucca,1,US,1525553760,15,40.97,-117.74,80.6,12.75
553,shakawe,0,BW,1525556006,34,-18.36,21.84,60.92,8.12
554,ust-kuyga,80,RU,1525556006,89,70.0,135.55,23.57,4.21
555,todos santos,5,MX,1525552980,33,23.45,-110.23,89.6,17.22
